run_id,algo,direction,obs,reward,seed,timesteps,completion,trailer_cte,max_hitch,jackknife,ep_return,n_episodes
td3__forward__state__multiplicative__s0,td3,forward,state,multiplicative,0,187648,1.0,0.33777211025216464,0.10764666872273665,0.0,685.8796692648903,256
td3__forward__state__multiplicative__s0,td3,forward,state,multiplicative,0,375296,1.0,0.36032586329648275,0.10371766248135827,0.0,639.5669043848757,256
td3__forward__state__multiplicative__s0,td3,forward,state,multiplicative,0,562944,1.0,0.3715690485702935,0.09882555717922514,0.0,635.2173403038178,256
td3__forward__state__multiplicative__s0,td3,forward,state,multiplicative,0,750592,1.0,0.4105169247665724,0.12233086476044264,0.0,589.1527415476739,256
td3__forward__state__multiplicative__s0,td3,forward,state,multiplicative,0,938240,1.0,0.41806346363580893,0.11410903322394006,0.0,580.412392955739,256
td3__forward__state__multiplicative__s0,td3,forward,state,multiplicative,0,1125888,1.0,0.4229832208646114,0.12544990637979936,0.0,587.8289698302688,256
td3__forward__state__multiplicative__s0,td3,forward,state,multiplicative,0,1313536,1.0,0.40112717948411236,0.1181433283345541,0.0,600.237589759985,256
td3__forward__state__multiplicative__s1,td3,forward,state,multiplicative,1,187648,0.0,1.2646088547361174,0.8023997226846404,0.0,-69.42374714330296,4096
td3__forward__state__multiplicative__s1,td3,forward,state,multiplicative,1,375296,0.0,1.2662533643128029,0.8013325393549167,0.0,-69.496800143852,4096
td3__forward__state__multiplicative__s1,td3,forward,state,multiplicative,1,562944,0.0,1.2640982308134057,0.8017824726266554,0.0,-69.42623060706116,4096
td3__forward__state__multiplicative__s1,td3,forward,state,multiplicative,1,750592,0.0,1.2685437803150916,0.8019614424410975,0.0,-69.54057324212894,4096
td3__forward__state__multiplicative__s1,td3,forward,state,multiplicative,1,938240,0.0,1.2664186591625661,0.8021139049378689,0.0,-69.48415564576814,4096
td3__forward__state__multiplicative__s1,td3,forward,state,multiplicative,1,1125888,0.0,1.2679604743815662,0.8018524582585087,0.0,-69.50907111608501,4096
td3__forward__state__multiplicative__s1,td3,forward,state,multiplicative,1,1313536,0.0,1.2683883866275305,0.8014506358013023,0.0,-69.52248552709997,4096
td3__forward__state__multiplicative__s2,td3,forward,state,multiplicative,2,187648,1.0,0.34844168302367146,0.09100014716750593,0.0,698.4355160170235,256
td3__forward__state__multiplicative__s2,td3,forward,state,multiplicative,2,375296,1.0,0.4038427929843874,0.12413160053620231,0.0,614.8045273958705,256
td3__forward__state__multiplicative__s2,td3,forward,state,multiplicative,2,562944,1.0,0.4033270255127919,0.12081150125595741,0.0,619.4625668042008,256
td3__forward__state__multiplicative__s2,td3,forward,state,multiplicative,2,750592,1.0,0.3745726301377572,0.11168449575416162,0.0,632.8120394832222,256
td3__forward__state__multiplicative__s2,td3,forward,state,multiplicative,2,938240,1.0,0.3923176909269365,0.12767747943871655,0.0,629.6653581096325,256
td3__forward__state__multiplicative__s2,td3,forward,state,multiplicative,2,1125888,1.0,0.40402282523623195,0.11304346955148503,0.0,623.4016722778324,256
td3__forward__state__multiplicative__s2,td3,forward,state,multiplicative,2,1313536,1.0,0.4090695106737283,0.11014929880184354,0.0,622.2143560261466,256
td3__forward__lidar4__multiplicative__s0,td3,forward,lidar4,multiplicative,0,187648,1.0,0.33061060342161874,0.08712029131493182,0.0,715.0682288096286,256
td3__forward__lidar4__multiplicative__s0,td3,forward,lidar4,multiplicative,0,375296,1.0,0.35216924596535015,0.08619698197617254,0.0,706.190594345564,256
td3__forward__lidar4__multiplicative__s0,td3,forward,lidar4,multiplicative,0,562944,1.0,0.3869530054003819,0.10157248970062938,0.0,665.218238682719,256
td3__forward__lidar4__multiplicative__s0,td3,forward,lidar4,multiplicative,0,750592,1.0,0.3702500786878491,0.10392045699882146,0.0,682.150882697897,256
td3__forward__lidar4__multiplicative__s0,td3,forward,lidar4,multiplicative,0,938240,1.0,0.3732447671778165,0.10575985274044797,0.0,680.715106644202,256
td3__forward__lidar4__multiplicative__s0,td3,forward,lidar4,multiplicative,0,1125888,1.0,0.3970315169177999,0.11444178057718091,0.0,650.5248848965857,256
td3__forward__lidar4__multiplicative__s0,td3,forward,lidar4,multiplicative,0,1313536,1.0,0.3572832126409965,0.09972844018921023,0.0,678.6736198782455,256
td3__forward__lidar4__multiplicative__s1,td3,forward,lidar4,multiplicative,1,187648,1.0,0.3345649957666833,0.08908157682708406,0.0,716.6942332214676,256
td3__forward__lidar4__multiplicative__s1,td3,forward,lidar4,multiplicative,1,375296,1.0,0.35617479916472944,0.08917830505379243,0.0,710.0076987962238,256
td3__forward__lidar4__multiplicative__s1,td3,forward,lidar4,multiplicative,1,562944,1.0,0.35187776369933405,0.10041967649885919,0.0,699.3486506659538,256
td3__forward__lidar4__multiplicative__s1,td3,forward,lidar4,multiplicative,1,750592,1.0,0.33213640878319517,0.09548098669347382,0.0,699.3589269819204,256
td3__forward__lidar4__multiplicative__s1,td3,forward,lidar4,multiplicative,1,938240,1.0,0.3056145457597648,0.08334353033933439,0.0,716.7081207069568,256
td3__forward__lidar4__multiplicative__s1,td3,forward,lidar4,multiplicative,1,1125888,1.0,0.32217485927230016,0.08426805122053338,0.0,704.4537335324567,256
td3__forward__lidar4__multiplicative__s1,td3,forward,lidar4,multiplicative,1,1313536,1.0,0.34949243891285836,0.08663116418028949,0.0,689.4481109881854,256
td3__forward__lidar4__multiplicative__s2,td3,forward,lidar4,multiplicative,2,187648,1.0,0.3311254671009875,0.1000021946747438,0.0,695.6093303416856,256
td3__forward__lidar4__multiplicative__s2,td3,forward,lidar4,multiplicative,2,375296,1.0,0.3682966810583174,0.09797515819082037,0.0,697.0607037988957,256
td3__forward__lidar4__multiplicative__s2,td3,forward,lidar4,multiplicative,2,562944,1.0,0.3590815236548995,0.09941662375058513,0.0,707.8558584535494,256
td3__forward__lidar4__multiplicative__s2,td3,forward,lidar4,multiplicative,2,750592,1.0,0.36395140063449327,0.11227024177787825,0.0,695.3042521493044,256
td3__forward__lidar4__multiplicative__s2,td3,forward,lidar4,multiplicative,2,938240,1.0,0.3545033113047041,0.10946908511323272,0.0,694.9638366790023,256
td3__forward__lidar4__multiplicative__s2,td3,forward,lidar4,multiplicative,2,1125888,1.0,0.3452844440858604,0.10975319231874892,0.0,690.2044846527278,256
td3__forward__lidar4__multiplicative__s2,td3,forward,lidar4,multiplicative,2,1313536,0.99609375,0.3508175411738687,0.11838999219617108,0.0,689.8961366924159,256
td3__forward__lidar8__multiplicative__s0,td3,forward,lidar8,multiplicative,0,187648,1.0,0.33215167305983784,0.09160571778193116,0.0,716.922125016572,256
td3__forward__lidar8__multiplicative__s0,td3,forward,lidar8,multiplicative,0,375296,1.0,0.3390582661986689,0.09314328119216952,0.0,700.172544949688,256
td3__forward__lidar8__multiplicative__s0,td3,forward,lidar8,multiplicative,0,562944,1.0,0.3434611198795793,0.0854091575183702,0.0,720.6449544769712,256
td3__forward__lidar8__multiplicative__s0,td3,forward,lidar8,multiplicative,0,750592,1.0,0.3486823133375802,0.09883439346594969,0.0,700.1160301980563,256
td3__forward__lidar8__multiplicative__s0,td3,forward,lidar8,multiplicative,0,938240,1.0,0.3862329890282701,0.1113135085470276,0.0,679.4852711022831,256
td3__forward__lidar8__multiplicative__s0,td3,forward,lidar8,multiplicative,0,1125888,1.0,0.3881732366238711,0.09641637158711092,0.0,674.9287208151072,256
td3__forward__lidar8__multiplicative__s0,td3,forward,lidar8,multiplicative,0,1313536,1.0,0.38502283764984413,0.0907571198149526,0.0,667.710114935413,256
td3__forward__lidar8__multiplicative__s1,td3,forward,lidar8,multiplicative,1,187648,1.0,0.33820015484932675,0.08132325194856094,0.0,712.0268419133499,256
td3__forward__lidar8__multiplicative__s1,td3,forward,lidar8,multiplicative,1,375296,1.0,0.3647472885836634,0.08030484370829072,0.0,688.4919392247684,256
td3__forward__lidar8__multiplicative__s1,td3,forward,lidar8,multiplicative,1,562944,1.0,0.3452159224161963,0.0883841665354339,0.0,688.7068977509625,256
td3__forward__lidar8__multiplicative__s1,td3,forward,lidar8,multiplicative,1,750592,1.0,0.3737424005979706,0.10452761770284269,0.0,674.8354037702084,256
td3__forward__lidar8__multiplicative__s1,td3,forward,lidar8,multiplicative,1,938240,1.0,0.3457691009668331,0.09320557859427936,0.0,702.6832549737301,256
td3__forward__lidar8__multiplicative__s1,td3,forward,lidar8,multiplicative,1,1125888,1.0,0.3591085955336345,0.08336758919722342,0.0,705.5278289148118,256
td3__forward__lidar8__multiplicative__s1,td3,forward,lidar8,multiplicative,1,1313536,1.0,0.35394926394661663,0.09386092881504737,0.0,700.7661238068249,256
td3__forward__lidar8__multiplicative__s2,td3,forward,lidar8,multiplicative,2,187648,1.0,0.3646622991806165,0.10129192534077447,0.0,705.8087286786176,256
td3__forward__lidar8__multiplicative__s2,td3,forward,lidar8,multiplicative,2,375296,1.0,0.34686378262682843,0.08813401069346583,0.0,702.8885848340578,256
td3__forward__lidar8__multiplicative__s2,td3,forward,lidar8,multiplicative,2,562944,1.0,0.35346478592004604,0.08636634126014542,0.0,717.3827439593151,256
td3__forward__lidar8__multiplicative__s2,td3,forward,lidar8,multiplicative,2,750592,1.0,0.36306325667561234,0.1068768374825595,0.0,694.9658531022724,256
td3__forward__lidar8__multiplicative__s2,td3,forward,lidar8,multiplicative,2,938240,1.0,0.3844680909169041,0.10617504053698212,0.0,684.6417381481733,256
td3__forward__lidar8__multiplicative__s2,td3,forward,lidar8,multiplicative,2,1125888,1.0,0.36325593399137956,0.1142952607888219,0.0,681.1170444746967,256
