algo,direction,obs,reward,n_seeds,completion_mean,completion_ci95,trailer_cte_mean,trailer_cte_ci95,max_hitch_mean,max_hitch_ci95,jackknife_mean,jackknife_ci95,ep_return_mean,ep_return_ci95,steps_to_threshold_mean
dqn,forward,lidar24,dense,3,1.0,0.0,0.5005039700960937,0.15131239188635698,0.10917817318275208,0.004221583908289837,0.0,0.0,574.9751527184773,60.02308715180795,312746.6666666667
dqn,forward,lidar24,multiplicative,3,0.8000759511771175,0.33564907432206026,1.4674450565652706,1.006402056917118,0.13231889950763842,0.04485647039771738,0.0,0.0,147.1827075809139,468.98635251725705,250197.33333333334
dqn,forward,lidar24,tractor_focus,3,1.0,0.0,0.4557724201565578,0.12083868197239707,0.11122571912387179,0.003957830684906309,0.0,0.0,608.5497544839486,31.713418856212794,375296.0
dqn,reverse,lidar24,dense,3,0.4561260419116009,0.4937419660889469,1.166863001512552,0.7511645988301651,0.546481108832463,0.44432610344632617,0.0014825796886582653,0.0029058561897702005,-198.08482474874054,728.4353567380987,nan
dqn,reverse,lidar24,multiplicative,3,0.5551687990538652,0.5490373674086292,1.5850017420041358,0.7780136658979535,0.47209856659029165,0.4700162739046747,0.0,0.0,-32.0577423158396,442.59892289487976,1313536.0
dqn,reverse,lidar24,no_hitch,3,0.2752321408391798,0.5327702003582397,1.608547472006873,0.7687263126675056,0.5698227901243803,0.37193897539605064,0.0006224712107065049,0.0012200435729847496,-611.0868300891485,341.7366536860669,1188437.3333333333
ppo,forward,lidar24,dense,3,0.3333333333333333,0.6533333333333334,0.9887697709083859,0.5403158405718889,0.5485564656415277,0.44965673369584214,0.0,0.0,131.93162255353295,449.72926381067833,750592.0
ppo,forward,lidar24,multiplicative,3,1.0,0.0,0.4342736026676885,0.10845791500730287,0.08334985671030559,0.006551068022983226,0.0,0.0,629.5867588993732,96.43873888027345,187648.0
ppo,forward,lidar24,tractor_focus,3,0.6666666666666666,0.6533333333333334,0.43650521757668126,0.12186811234158636,0.28295320596303697,0.3658531212332462,0.0,0.0,395.9278440310158,442.15195358330425,688042.6666666666
ppo,reverse,lidar24,dense,3,0.0,0.0,1.2652010085219993,0.4625371849093455,0.9447667800078451,0.171233782021757,0.030897855325336242,0.06055979643765903,-574.4561983128166,107.45196817359208,nan
ppo,reverse,lidar24,multiplicative,3,0.0,0.0,1.6063340960640542,0.11110042926468432,0.9584342194005423,0.20167751104991513,0.020394284929996537,0.01011323620810843,-415.88958403683074,44.74149790237849,nan
ppo,reverse,lidar24,no_hitch,3,0.0,0.0,1.2431001995821738,0.15559453800749998,0.9086320852773052,0.09357073657330651,0.0005592841163310962,0.0010961968680089486,-618.462867753417,111.36056516832402,nan
ppo_disc,forward,lidar24,dense,3,0.0,0.0,0.9277115104249902,0.3864568651759688,0.6734275729852993,0.16832888470450788,0.0,0.0,-80.47361251837219,25.02423184949311,nan
ppo_disc,forward,lidar24,multiplicative,3,0.4650738909026155,0.4225268459012037,0.94469581574434,0.46943633525039563,0.15744460990037754,0.1528361659576684,0.0,0.0,215.8034003057313,252.88992009186904,nan
ppo_disc,forward,lidar24,tractor_focus,3,0.1496022581472928,0.29322042596869385,0.7308694521465325,0.35042656395975236,0.4703984398294175,0.3438572900303279,0.0,0.0,8.95945183975627,181.70650571004677,nan
ppo_disc,reverse,lidar24,dense,3,0.3219401596363566,0.3159492749428612,0.840360413748971,0.24065744409615764,0.336202404624734,0.1915620134875768,0.0,0.0,44.24884256720427,240.0290204714053,nan
ppo_disc,reverse,lidar24,multiplicative,3,0.0,0.0,1.3083582234252222,0.1784126135534806,0.5952714543251791,0.13654211492494114,0.0020671834625322996,0.004051679586563308,-259.0975831714753,219.27030673459655,nan
ppo_disc,reverse,lidar24,no_hitch,3,0.0,0.0,0.9330944978513771,0.53072193177494,0.6670162324116317,0.2540357231114554,0.001032204789430223,0.0020231213872832373,-353.27336231026743,418.53236073768187,nan
td3,forward,lidar24,dense,3,1.0,0.0,0.4433757413665684,0.043146998821817925,0.11972400707923549,0.024598557823280437,0.0,0.0,589.8974034200687,10.729237152593981,187648.0
td3,forward,lidar24,multiplicative,3,1.0,0.0,0.3951466050632741,0.031014013923808474,0.09858107003795642,0.008519725194298952,0.0,0.0,665.7223370210992,36.60837651635927,187648.0
td3,forward,lidar24,tractor_focus,3,1.0,0.0,0.44634135364924205,0.06670040070075522,0.11839072819970574,0.007061087656862168,0.0,0.0,608.4259852217057,14.257177067513439,187648.0
td3,reverse,lidar24,dense,3,0.3121741796994787,0.6118613922109782,0.8656184184832151,0.2527239027235934,0.7065585127774838,0.48121606532733746,0.0,0.0,-161.07106473679588,706.7841852536658,750592.0
td3,reverse,lidar24,multiplicative,3,0.3320363164721141,0.6507911802853438,0.8160974572307745,0.3455906091956021,0.6878313086509169,0.5178021126219913,0.0,0.0,-63.56360689042714,804.3814374786581,187648.0
td3,reverse,lidar24,no_hitch,3,0.6145172084987532,0.6022932893036855,0.7312382615752492,0.28453063721400307,0.45833651276849435,0.4842659903846335,0.0,0.0,198.3251308602853,699.5482508112896,938240.0
