run_id,algo,direction,obs,reward,seed,timesteps,completion,trailer_cte,max_hitch,jackknife,ep_return,n_episodes
ppo__forward__lidar24__dense__s0,ppo,forward,lidar24,dense,0,187648,0.0,0.33857602745602944,0.438343856673458,0.0,-65.03135429358471,1119
ppo__forward__lidar24__dense__s0,ppo,forward,lidar24,dense,0,375296,0.0,0.4651088305118238,0.402851096726503,0.0,-76.20630678366791,826
ppo__forward__lidar24__dense__s0,ppo,forward,lidar24,dense,0,562944,0.43243243243243246,0.7065954290595996,0.2644342504240371,0.0,126.12888194735923,444
ppo__forward__lidar24__dense__s0,ppo,forward,lidar24,dense,0,750592,1.0,0.5488726608993493,0.08492658994509839,0.0,565.3805255542147,256
ppo__forward__lidar24__dense__s0,ppo,forward,lidar24,dense,0,938240,0.0,1.2044955614507424,0.5774163263032359,0.0,-105.84057283931669,3913
ppo__forward__lidar24__dense__s0,ppo,forward,lidar24,dense,0,1125888,0.0,1.2705499007217715,0.7664192611409817,0.0,-97.77741880856752,4096
ppo__forward__lidar24__dense__s0,ppo,forward,lidar24,dense,0,1313536,0.0,1.2712195949934868,0.774964005977381,0.0,-97.65857704749354,4096
ppo__forward__lidar24__dense__s0,ppo,forward,lidar24,dense,0,1501184,0.0,1.2709244164154543,0.7598834116361104,0.0,-97.76878534796921,4096
ppo__forward__lidar24__dense__s1,ppo,forward,lidar24,dense,1,187648,0.0,0.32359751705143347,0.4397537459512703,0.0,-88.0272513258294,1310
ppo__forward__lidar24__dense__s1,ppo,forward,lidar24,dense,1,375296,0.0,0.4614562390078303,0.44820762910152395,0.0,-81.06276536593442,915
ppo__forward__lidar24__dense__s1,ppo,forward,lidar24,dense,1,562944,0.6058981233243967,0.7872868644847253,0.17928808302326432,0.0,183.45882765660636,373
ppo__forward__lidar24__dense__s1,ppo,forward,lidar24,dense,1,750592,1.0,0.4995324628162212,0.07538586957889493,0.0,580.1551981124794,256
ppo__forward__lidar24__dense__s1,ppo,forward,lidar24,dense,1,938240,0.0,0.35638802181714,0.39081518477408983,0.0,-101.06727093591994,1551
ppo__forward__lidar24__dense__s1,ppo,forward,lidar24,dense,1,1125888,0.9202898550724637,0.4256625759987666,0.10936133618857982,0.0,543.7726588831823,276
ppo__forward__lidar24__dense__s1,ppo,forward,lidar24,dense,1,1313536,1.0,0.3751280309663424,0.07752265316048579,0.0,611.3973901784047,256
ppo__forward__lidar24__dense__s1,ppo,forward,lidar24,dense,1,1501184,1.0,0.4529214492238417,0.09007504904002417,0.0,590.9977559614927,256
ppo__forward__lidar24__dense__s2,ppo,forward,lidar24,dense,2,187648,0.0,0.4070259416987754,0.539758249520543,0.0,-71.65542257211467,1673
ppo__forward__lidar24__dense__s2,ppo,forward,lidar24,dense,2,375296,0.0,0.44528945757072036,0.41698227723218284,0.0,-64.42386109631701,898
ppo__forward__lidar24__dense__s2,ppo,forward,lidar24,dense,2,562944,0.5331695331695332,0.6841192784527863,0.19922176607557246,0.0,188.35565264964808,407
ppo__forward__lidar24__dense__s2,ppo,forward,lidar24,dense,2,750592,1.0,0.4811548760937063,0.06673553913424257,0.0,575.4838477823932,256
ppo__forward__lidar24__dense__s2,ppo,forward,lidar24,dense,2,938240,0.0,1.252904691274877,0.7746424995857524,0.0,-97.24351766743484,4096
ppo__forward__lidar24__dense__s2,ppo,forward,lidar24,dense,2,1125888,0.0,1.2553673627844701,0.7794137321907328,0.0,-97.1710490801436,4096
ppo__forward__lidar24__dense__s2,ppo,forward,lidar24,dense,2,1313536,0.0,1.256214939732403,0.7857237290591002,0.0,-97.25558043461436,4096
ppo__forward__lidar24__dense__s2,ppo,forward,lidar24,dense,2,1501184,0.0,1.2562295517668687,0.790099985213601,0.0,-97.17296872769917,4096
ppo__forward__lidar24__tractor_focus__s0,ppo,forward,lidar24,tractor_focus,0,187648,0.0,0.414057628811051,0.48614858174613307,0.0,-72.62868427262667,1566
ppo__forward__lidar24__tractor_focus__s0,ppo,forward,lidar24,tractor_focus,0,375296,0.002628120893561104,0.6055497569672108,0.3493811383001438,0.0,-92.98805804609435,761
ppo__forward__lidar24__tractor_focus__s0,ppo,forward,lidar24,tractor_focus,0,562944,1.0,0.5403982832230358,0.09222287830198184,0.0,585.9519225080767,256
ppo__forward__lidar24__tractor_focus__s0,ppo,forward,lidar24,tractor_focus,0,750592,0.0,1.0252390093649202,0.45321226087565136,0.0,-129.1509181903028,3584
ppo__forward__lidar24__tractor_focus__s0,ppo,forward,lidar24,tractor_focus,0,938240,0.0,1.2528048208810012,0.7559897625324083,0.0,-85.77987403522559,4096
ppo__forward__lidar24__tractor_focus__s0,ppo,forward,lidar24,tractor_focus,0,1125888,0.0,1.0954648266933953,0.7359930868587137,0.0,-78.57891788034611,3579
ppo__forward__lidar24__tractor_focus__s0,ppo,forward,lidar24,tractor_focus,0,1313536,0.0,1.1069332719827092,0.7873780003034304,0.0,-82.40300179677472,3368
ppo__forward__lidar24__tractor_focus__s0,ppo,forward,lidar24,tractor_focus,0,1501184,0.0,0.5430455023812835,0.668476987720779,0.0,-47.10220067395009,1726
ppo__forward__lidar24__tractor_focus__s1,ppo,forward,lidar24,tractor_focus,1,187648,0.0,0.38255871157286236,0.3989338229403937,0.0,-113.50442104504606,1307
ppo__forward__lidar24__tractor_focus__s1,ppo,forward,lidar24,tractor_focus,1,375296,0.01361573373676248,0.6838309832987051,0.3210885438183252,0.0,-120.74301171058994,661
ppo__forward__lidar24__tractor_focus__s1,ppo,forward,lidar24,tractor_focus,1,562944,0.8200692041522492,0.7713786795381127,0.15494589316803692,0.0,341.4607564838701,289
ppo__forward__lidar24__tractor_focus__s1,ppo,forward,lidar24,tractor_focus,1,750592,1.0,0.49934291747090065,0.0852222131434246,0.0,604.713118105894,256
ppo__forward__lidar24__tractor_focus__s1,ppo,forward,lidar24,tractor_focus,1,938240,1.0,0.44956072676618886,0.0983541011592024,0.0,613.4103981917724,256
ppo__forward__lidar24__tractor_focus__s1,ppo,forward,lidar24,tractor_focus,1,1125888,1.0,0.5209947598149799,0.0826122471189592,0.0,588.9133920248132,256
ppo__forward__lidar24__tractor_focus__s1,ppo,forward,lidar24,tractor_focus,1,1313536,1.0,0.36146919316620163,0.09124135863567062,0.0,624.5329484553076,256
ppo__forward__lidar24__tractor_focus__s1,ppo,forward,lidar24,tractor_focus,1,1501184,1.0,0.41616454702878514,0.1021794703847263,0.0,617.0449169701897,256
ppo__forward__lidar24__tractor_focus__s2,ppo,forward,lidar24,tractor_focus,2,187648,0.0,0.9590445359613186,0.5744916490754486,0.0,-94.28046881074854,3317
ppo__forward__lidar24__tractor_focus__s2,ppo,forward,lidar24,tractor_focus,2,375296,0.0,0.5352674203137321,0.3726715458070615,0.0,-89.8510797583679,831
ppo__forward__lidar24__tractor_focus__s2,ppo,forward,lidar24,tractor_focus,2,562944,0.75,0.6751894941698798,0.16240899329775094,0.0,378.67297971397653,324
ppo__forward__lidar24__tractor_focus__s2,ppo,forward,lidar24,tractor_focus,2,750592,1.0,0.6130118423491103,0.09043416933127446,0.0,566.1181597663508,256
ppo__forward__lidar24__tractor_focus__s2,ppo,forward,lidar24,tractor_focus,2,938240,1.0,0.42791074340685253,0.07170424528703734,0.0,613.9491928415373,256
ppo__forward__lidar24__tractor_focus__s2,ppo,forward,lidar24,tractor_focus,2,1125888,1.0,0.35720501355943646,0.08346035768772708,0.0,622.6513339672238,256
ppo__forward__lidar24__tractor_focus__s2,ppo,forward,lidar24,tractor_focus,2,1313536,1.0,0.38658466440207195,0.09043055536403699,0.0,622.2476895311847,256
ppo__forward__lidar24__tractor_focus__s2,ppo,forward,lidar24,tractor_focus,2,1501184,1.0,0.352744882280528,0.09849199609016068,0.0,622.960136405658,256
ppo__forward__lidar24__multiplicative__s0,ppo,forward,lidar24,multiplicative,0,187648,1.0,0.633528686814284,0.09204936121386709,0.0,539.2146459914037,256
ppo__forward__lidar24__multiplicative__s0,ppo,forward,lidar24,multiplicative,0,375296,1.0,0.565158247559491,0.08915963459003251,0.0,549.1373374327086,256
ppo__forward__lidar24__multiplicative__s0,ppo,forward,lidar24,multiplicative,0,562944,1.0,0.396853323376524,0.08251060770635377,0.0,674.4902775308583,256
ppo__forward__lidar24__multiplicative__s0,ppo,forward,lidar24,multiplicative,0,750592,1.0,0.4757636362187223,0.08376267748826649,0.0,576.4761230396107,256
ppo__forward__lidar24__multiplicative__s0,ppo,forward,lidar24,multiplicative,0,938240,1.0,0.3300504769504221,0.08513976113317767,0.0,723.4604220935144,256
ppo__forward__lidar24__multiplicative__s0,ppo,forward,lidar24,multiplicative,0,1125888,1.0,0.33204199942920054,0.06757899454896688,0.0,721.5124400123022,256
ppo__forward__lidar24__multiplicative__s0,ppo,forward,lidar24,multiplicative,0,1313536,1.0,0.3468545713644183,0.08188383694778167,0.0,715.609145029448,256
ppo__forward__lidar24__multiplicative__s0,ppo,forward,lidar24,multiplicative,0,1501184,1.0,0.5818335724380278,0.09155158521753037,0.0,511.56989918625914,256
ppo__forward__lidar24__multiplicative__s1,ppo,forward,lidar24,multiplicative,1,187648,0.9921875,0.8036552162904113,0.09729001798405079,0.0,459.4917080840446,256
ppo__forward__lidar24__multiplicative__s1,ppo,forward,lidar24,multiplicative,1,375296,1.0,0.648816200791563,0.08739171970955795,0.0,507.79736955603585,256
ppo__forward__lidar24__multiplicative__s1,ppo,forward,lidar24,multiplicative,1,562944,1.0,0.81296539077867,0.10826399929646868,0.0,416.83504051249474,256
ppo__forward__lidar24__multiplicative__s1,ppo,forward,lidar24,multiplicative,1,750592,1.0,0.37616616564618144,0.08599213906927616,0.0,681.6678498734254,256
ppo__forward__lidar24__multiplicative__s1,ppo,forward,lidar24,multiplicative,1,938240,1.0,0.3727052721677572,0.07962171649705851,0.0,692.9242590719368,256
ppo__forward__lidar24__multiplicative__s1,ppo,forward,lidar24,multiplicative,1,1125888,1.0,0.36912319835732743,0.08265081484114489,0.0,687.718671945855,256
ppo__forward__lidar24__multiplicative__s1,ppo,forward,lidar24,multiplicative,1,1313536,1.0,0.44675391433067047,0.08581310319641489,0.0,601.8423364998307,256
ppo__forward__lidar24__multiplicative__s1,ppo,forward,lidar24,multiplicative,1,1501184,1.0,0.40653607952600446,0.07735082777799107,0.0,640.83555038739,256
ppo__forward__lidar24__multiplicative__s2,ppo,forward,lidar24,multiplicative,2,187648,1.0,0.6374045726109079,0.09523529082071036,0.0,530.8408198475634,256
ppo__forward__lidar24__multiplicative__s2,ppo,forward,lidar24,multiplicative,2,375296,1.0,0.6287977259808891,0.09219832150120055,0.0,528.3316526273265,256
